68,2008,32002,beerscout,24443,1,portal.C,gcj/2008/32002/beerscout/24443/1/extracted/portal.C,"#include <cstring>
 #include <string>
 #include <iostream>
 #include <vector>
 #include <queue>
 
 using namespace std;
 
 struct state
 {
   int r, c, tm;
   state(int r, int c, int tm) : r(r), c(c), tm(tm) {}
 };
 
 struct comp
 {
   bool operator()(const state &s1, const state &s2) const
   {
     return s1.tm > s2.tm;
   }
 };
 
 int R, C;
 int sR, sC;
 char map[17][17];
 bool vis[16][16];
 const int dr[] = {  0, -1, 0, 1 };
 const int dc[] = { -1,  0, 1, 0 };
 
 int fastest()
 {
   priority_queue<state, vector<state>, comp> Q;
   Q.push(state(sR, sC, 0));
   memset(vis, 0, sizeof(vis));
   while ( !Q.empty() )
   {
     state S = Q.top(); Q.pop();
     if ( map[S.r][S.c] == 'X' )
       return S.tm;
     if ( vis[S.r][S.c] )
       continue;
     vis[S.r][S.c] = true;
     for ( int d=0; d<4; ++d )
     {
       int nr = S.r + dr[d];
       int nc = S.c + dc[d];
       if ( nr>=0 and nr<R and nc>=0 and nc<C and map[nr][nc] != '#' 
           and not vis[nr][nc] )
         Q.push(state(nr, nc, S.tm + 1));
     }
     // shoot
     for ( int yel=0; yel<4; ++yel )
     {
       int sr = S.r, sc = S.c;
       int yelt = 0;
       while ( sr>=0 and sr<R and sc>=0 and sc<C and map[sr][sc] != '#' )
       {
         sr += dr[yel];
         sc += dc[yel];
         ++yelt;
       }
       for ( int bl=0; bl<4; ++bl )
         if ( yel != bl )
         {
           int psr = S.r, psc = S.c;
           sr = psr + dr[bl]; sc = psc + dc[bl];
           while ( sr>=0 and sr<R and sc>=0 and sc<C and map[sr][sc] != '#' )
           {
             psr = sr; psc = sc;
             sr += dr[bl];
             sc += dc[bl];
           }
           if ( not vis[psr][psc] )
             Q.push(state(psr, psc, S.tm + yelt));
         }
     }
   }
 
   return -1;
 }
 
 
 int process_case()
 {
   cin >> R >> C;
   for ( int r=0; r<R; ++r )
   {
     string cr;
     cin >> cr;
     for ( int c=0; c<C; ++c )
     {
       map[r][c] = cr[c];
       if ( cr[c] == 'O' )
       {
         sR = r; sC = c;
       }
     }
   }
   return fastest();
 }
 
 
 int main()
 {
   int N;
   cin >> N;
   for ( int nc=1; nc<=N; ++nc )
   {
     int res = process_case();
     if ( res >= 0 )
       cout << αCase #α << nc << α: α << res << endl;
     else
       cout << αCase #α << nc << α: THE CAKE IS A LIEα << endl;
   }
   return 0;
 }"
1043,2008,32002,lbackstrom,24444,1,a.c,gcj/2008/32002/lbackstrom/24444/1/extracted/a.c,"#include <stdio.h>
 char visited[6103][6103];
 char marked[6103][6103];
 int dx[4] = {00,1,00,-1};
 int dy[4] = {1,00,-1,00};
 int main(){
     int N,L,i,j,k,x,y,T,d,tot,l;
     char ch;
     char S[10000];
     scanf(α%dα,&N);
     for(i = 00; i<N; i++){
         for(j = 00; j<6103; j++){
             for(k = 00; k<6103; k++){
                 visited[j][k] = 00;
                 marked[j][k] = 00;
             }
         }
         x=y=3051;
         d = 00;
         tot = 00;
         scanf(α%dα,&L);
         for(j = 00; j<L; j++){
             scanf(α%s%dα,S,&T);
             for(k = 00; k<T; k++){
                 for(l = 00;S[l];l++){
                     ch = S[l];
                     if(ch == 'F'){
                         visited[x][y] |= 1<<d;
                         x+=dx[d];
                         y+=dy[d];
                     }else if(ch == 'R'){
                         d = (d+1)%4;
                     }else if(ch == 'L'){
                         d = (d+3)%4;
                     }
                 }
             }
         }
         for(j = 00; j<6102; j++){
             int cnt = 00, gap = 00, last = 00;
             for(k = 00; k<6102; k++){
                 if((visited[j][k]&2) || (visited[j+1][k] & 8)){
                     last = k;
                 }
             }
             for(k = 00; k<last+2; k++){
                 if((visited[j][k]&2) || (visited[j+1][k] & 8)){
                     cnt++;
                     //printf(αA: %d %d %d %dnα,j,k,visited[j][k],visited[j+1][k]);
                     if(cnt % 2 == 1 && cnt != 1){
                         //printf(αA %d %d %dnα,j,gap,cnt);
                         tot+=gap+1;
                     }
                     gap = 00;
                 }else{
                     gap++;
                 }
                 if(cnt > 00 && k < last)
                     marked[j][k] = 1;
             }
         }
         //printf(α%dnα,visited[3003][3002]);
         for(j = 1; j<6102; j++){
             int cnt = 00, gap = 00;
             for(k = 1; k<6102; k++){
                 if((visited[k][j]&1) || (visited[k][j+1] & 4)){
                     //printf(α%d %dnα,k,j);
                     cnt++;
                     if(cnt % 2 == 1 && cnt != 1){
                         //printf(αB %d %d %dnα,j,gap,cnt);
                         tot+=gap;
                     }
                     gap = 00;
                 }
                 if(!marked[k][j])
                     gap++;
             }
         }
         printf(αCase #%d: %dnα,i+1,tot);
         fflush(stdout);
     }
 }"
1844,2008,32002,LayCurse,24445,1,d.c,gcj/2008/32002/LayCurse/24445/1/extracted/d.c,"#include<stdio.h>
 #define REP(i,a,b) for(i=a;i<b;i++)
 #define rep(i,n) REP(i,0,n)
 
 int p = 10007;
 
 int inv[10008];
 
 int pw(int a,int k,int p){
   int r;
   if(k==0) return 1;
   r=pw(a,k/2,p); r=(r*r)%p;
   if(k%2) r=(r*a)%p;
   return r;
 }
 
 int md_get(int a,int b,int p){
   int r=1,i,c=a-b;
   rep(i,a) r= (r*(i+1))%p;
   rep(i,b) r= (r*inv[i+1])%p;
   rep(i,c) r= (r*inv[i+1])%p;
   return r;
 }
 
 int pas_mod(int a,int b,int p){
   int i,j,r,k,m;
 
 //  printf(αcall %d %dα,a,b); puts(αα);
 
   if(a<b || b<0) return 0;
   if(a<p) return md_get(a,b,p);
 
   if(a>=p*p){
     int q=p*p;
     return pas_mod(a%q,b%q,p);
   }
 
   k=a/p; m=b/p;
   i=md_get(k,m,p);
   j=pas_mod(a%p,b%p,p);
   return (i*j)%p;
 }
 
 int main(){
   int i,j,k,l,m,n;
   int res,add;
   int x,y,r,rx[20],ry[20];
   int bx,by,dx,dy;
   int size,count=0;
   int use_x[20],use_y[20],use_size;
 
   rep(i,10008) inv[i]=pw(i,p-2,p);
 
   scanf(α%dα,&size);
   while(size--){
     scanf(α%d%dα,&x,&y); x--; y--;
     scanf(α%dα,&r);
     rep(i,r) {scanf(α%d%dα,rx+i,ry+i); rx[i]--; ry[i]--;}
 
     rep(i,r) REP(j,1,r) if(rx[j-1]>rx[j]){
       k=rx[j-1], rx[j-1]=rx[j], rx[j]=k;
       k=ry[j-1], ry[j-1]=ry[j], ry[j]=k;
     }
 
     res=0;
     rep(k,(1<<r)){
       use_size=0;
       rep(i,r) if(k&(1<<i)) use_x[use_size]=rx[i], use_y[use_size++]=ry[i];
       use_x[use_size] = x; use_y[use_size++]=y;
       
       bx=by=0; add=1;
       rep(i,use_size){
         dx = use_x[i]-bx; dy = use_y[i]-by;
         bx=use_x[i]; by=use_y[i];
 
         m = (dx+dy)/3;
         if(dx+dy != m*3) {add=0; break;}
         
         add *= pas_mod(m,dx-m,p); add %= p;
       }
       if(use_size%2==0) add *= -1;
       res += add;
     }
 
     res %= p;
     if(res<0) res+=p;
 
     printf(αCase #%d: %dnα,++count,res);
   }
 
   return 0;
 }"
2058,2008,32002,RodrigoBurgos,24443,1,b.c,gcj/2008/32002/RodrigoBurgos/24443/1/extracted/b.c,"# include <stdio.h>
 # include <string.h>
 
 char mapa[101][ 101];
 int n, m;
 
 char queue[ 2 ][ 15 * 15 * 16 * 16 * 16 * 16][ 7 ];
 int vis[16][16][16][16][15][15], set;
 
 int dx[ 4 ] = {1, -1, 0, 0};
 int dy[ 4 ] = {0, 0, 1, -1};
 
 int position[ 15 ][ 15 ][ 4 ][2];
 
 void find( char c, int *a, int *b){
   int x, y;
   for(x = 0; x < n; x++)
   for(y = 0; y < m; y++)
     if( mapa[x][y] == c ){
       *a = x;
       *b = y;
       return;    
     }
 }
 
 int sale( int x, int y){
    if( x <0 || x >= n || y < 0 || y >= m || mapa[x][y] == '#') return 1;
    return 0;    
 }
 
 void take( int x, int y, int dir, int *a, int *b){
    //printf(α{%d %d}α, x, y);
    if( x < 0 || y < 0 || x >= n || y >= m) return;
  //  printf(α{-- %d %d, %d %d}α, x, y, x + dx[ dir ], y + dy[ dir]);
    if( sale( x + dx[ dir ], y + dy[ dir])){
   //    printf(α%d %d <-α, x, y );
       *a = position[ x ][ y ][ dir ][ 0 ] = x;
       *b = position[ x ][ y ][ dir ][ 1 ] = y;
       return;
    }
    if( position[ x ][ y ][ dir ][ 0 ] != -1){
     //  printf(α**α);
       *a = position[ x ][ y ][ dir ][ 0 ];
       *b = position[ x ][ y ][ dir ][ 1 ];
       return;
    }
    take( x +dx[ dir ], y + dy[ dir ], dir, a, b);
    position[ x ][ y ][ dir ][ 0 ] = *a;
    position[ x ][ y ][ dir ][ 1 ] = *b;
 }
 
 void insert(int pos, int *nq,  int yx, int yy, int bx, int by, int x, int y, int length){
   if( x < 0 || y < 0 || x >= n || y >= m) return;
   if( mapa[ x ][ y ] == '#') return;
   if( yx == -1 || bx == -1) return;
  // printf(α{%d %d %d %d %d %d %dnα, yx, yy, bx, by,x, y, length);
   if( vis[ yx ][ yy ][ bx ][ by][x ][y] == set) 
     return;
   vis[ yx ][ yy ][ bx ][ by][x ][y] = set;
   
   queue[pos][ *nq ][ 0 ] = yx;
   queue[pos][ *nq ][ 1 ] = yy;
   queue[pos][ *nq ][ 2 ] = bx;
   queue[pos][ *nq ][ 3 ] = by;
   queue[pos][ *nq ][ 4 ] = x;
   queue[pos][ *nq ][ 5 ] = y;
   queue[pos][ *nq ][ 6 ] = length;
   (*nq)++;  
 }
 
 main(){
   int casos, x, a, b, y, dir, nq[2], len, yx, yy, bx, by, pos;
   freopen(αb2.inα,αrα, stdin);
   freopen(αb2.outα,αwα, stdout);
   for( scanf(α%dα, &casos), set = 1 ; set <= casos; set++){
     scanf(α%d %dα, &n, &m);
     for( x = 0; x < n; x++) scanf(α%sα, mapa[x]);
     memset( position , -1, sizeof( position ));
     for( x = 0; x < n; x++)
     for( y = 0; y < m; y++){
       if( mapa[x][y] == '#') continue;
       for( dir = 0; dir < 4; dir++){
         take( x, y, dir, &a, &b);
     //    printf(α[%d %d %d, %d %d]nα, x, y, dir, a, b);
    //     while(1);
       }
     }
   //  while(1);
   //  printf(α****nα);
     find( 'O', &a, &b);
     printf(αCase #%d: α, set);
     memset( nq, 0, sizeof( nq ));
     insert(0, &nq[ 0 ], 16, 16, 16,16, a, b, 0);
     for( len = 0; ; len++){
       if( nq[ len % 2] == 0){
         printf(αTHE CAKE IS A LIEnα);
         break;
       }
       for( pos = 0; pos < nq[ len % 2]; pos++){
         yx = (int)queue[ len % 2][ pos ][ 0 ];
         yy = (int)queue[ len % 2][ pos ][ 1 ];
         bx = (int)queue[ len % 2][ pos ][ 2 ];
         by = (int)queue[ len % 2][ pos ][ 3 ];
         x = (int)queue[ len % 2][ pos ][ 4 ];
         y = (int)queue[ len % 2][ pos ][ 5 ];
         if( mapa[x][y] == 'X'){
           printf(α%dnα, len);
           break;    
         }
       //  if( len  <= 2 && ( x >= 4 && y >= 0 ))
       //  printf(α%d %d | %d %d %d %d %d , %dnα, x, y, yx, yy, bx, by, len , nq[ len % 2]);
         for( dir = 0; dir < 4; dir++){
           insert( (len) % 2 , &nq[ (len) % 2 ], position[x][ y ][ dir ][ 0], position[x][y][ dir ][ 1 ], bx, by, x, y, len);
           insert( (len) % 2 , &nq[ (len) % 2 ], yx, yy, position[x][ y ][ dir ][ 0], position[x][y][ dir ][ 1 ], x, y, len);
         }
         if( x == yx && y == yy && bx != 16 ){
        //   printf(α*α);
           insert( (len + 1) % 2 , &nq[ (len + 1) % 2 ], yx, yy, bx, by, bx, by, len + 1);
         }
         if( x == bx && y == by && yx != 16 ){
          // printf(α.α);
           insert( (len + 1) % 2 , &nq[ (len + 1) % 2 ], yx, yy, bx, by, yx, yy, len + 1);
         }
         for( dir = 0; dir < 4; dir++)
           insert( (len + 1) % 2 , &nq[ (len + 1) % 2 ], yx, yy, bx, by, x + dx[ dir ], y + dy[ dir ], len + 1);
       //  printf(α_----------nα);
       }
       if( pos < nq[ len % 2] ) break;
       nq[ len % 2] = 0; 
     }
   }  
   return 0;       
 }"
3299,2008,32016,tetsuma,24484,1,A.c,gcj/2008/32016/tetsuma/24484/1/extracted/A.c,"#include <stdio.h>
 #include <stdlib.h>
 #include <string.h>
 #include <math.h>
 
 int comp1(const long long int *a, const long long int *b){
   return *a - *b;
 }
 int comp2(const long long int *a, const long long int *b){
   return *b - *a;
 }
 
 int main(){
   int i, j, k, test;
   int n;
   long long int ans;
   long long int x[1000], y[1000];
 
   scanf(α%dα,&test);
   for(k=1;k<=test;k++){
     scanf(α%dα,&n);
     for(i=0;i<n;i++)scanf(α%lldα,&x[i]);
     for(i=0;i<n;i++)scanf(α%lldα,&y[i]);
     qsort(x,n,sizeof(long long int),(int (*)(const void*, const void*))comp1);
     qsort(y,n,sizeof(long long int),(int (*)(const void*, const void*))comp2);
     ans=0;
     for(i=0;i<n;i++)ans+=x[i]*y[i];
     printf(αCase #%d: α,k);
     printf(α%lldnα,ans);
   }
 }"
3363,2008,32016,ujjwal,24484,1,one.c,gcj/2008/32016/ujjwal/24484/1/extracted/one.c,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 
 void swap(long long int *x, long long int i, long long int j) {
     long long int t = x[i];
     x[i] = x[j];
     x[j] = t;
 }
 
 int randint(long long int l, long long int u) {
     return rand()%(u-l+1)+l;
 }
 
 void quicksort1(long long int *x, long long int l, long long int u) {
     long long int i, m;
     if (l >= u) return;
     swap(x, l, randint(l, u));
     m = l;
     for (i = l+1; i <= u; i++)
         if (x[i] < x[l])
             swap(x, ++m, i);
     swap(x, l, m);
     quicksort1(x, l, m-1);
     quicksort1(x, m+1, u);
 }
 
 void quicksort2(long long int *x, long long int l, long long int u) {
     long long int i, m;
     if (l >= u) return;
     swap(x, l, randint(l, u));
     m = l;
     for (i = l+1; i <= u; i++)
         if (x[i] > x[l])
             swap(x, ++m, i);
     swap(x, l, m);
     quicksort2(x, l, m-1);
     quicksort2(x, m+1, u);
 }
 
 int main()
 {
 	long long int i,j,t,n;
 	long long int sum;
     long long int v1[1000],v2[1000];
     srand(time(NULL));
     
     scanf(α %lldα, &t);
     
     for(i=0;i<t;i++)
     {
 		sum = 0;
 		
 	    scanf(α %lldα, &n);
 	    
 	    for(j=0;j<n;j++)
 	    	scanf(α %lldα, &v1[j]);
 	    	
 	    for(j=0;j<n;j++)
 	    	scanf(α %lldα, &v2[j]);
     
 	    quicksort1(v1, 0, n-1);
 		quicksort2(v2, 0, n-1);
 /*
 		sort1(v1, n);
 		sort2(v2, n);
 		
 		for(j=0;j<n;j++)
 		{
 	        prlong intf(α%d α, v1[j]);
 	    }
 	    
 	    prlong intf(αnα);
 	    
 	    for(j=0;j<n;j++)
 		{
 	        prlong intf(α%d α, v2[j]);
 	    }
 */
 
 	    for(j=0;j<n;j++)
 		{
 	        sum += v1[j]*v2[j];
 	    }
 	    
 	    printf(αCase #%lld: %lldnα, i+1, sum);
 	}
 	
     scanf(α %lldα, &n);
     return 0;
 }"
3490,2008,32016,chin33z,24484,1,test.c,gcj/2008/32016/chin33z/24484/1/extracted/test.c,"//#define NDEBUG   //disable assert(),must put befor include<assert.h>
 
 //if all the inputs are fix length and tpye known ---> cin
 //if there exist variant inputs length ----> getline(cin,tmp_str) or getline() after each cin
 
 #include α../../../lib/mylib.cα
 
 int main (int argc, char* argv[]){
 	int num;
 	string tmp_str;
 	int vcord;
 	vector<long> v1,v2;
 	long res;
 	//redirect (in/out)put stream
 //	freopen(αfile.inα,αrtα,stdin);
 //	freopen(αfile.outα,αwtα,stdout);
 
 	//get cases number
 	cin>>num;		
 	//when fixed format & fixed inputs amount, use this
 	
 	getline(cin,tmp_str);	
 	//must exist, for the next use of getline
 
 	//solve for each cases
 	for(int i=1; i<=num; i++){
 		cin >> vcord;
 		getline(cin,tmp_str);
 
 		getline(cin,tmp_str);
 		StringSplit2Long(tmp_str,α α,v1);
 
 		getline(cin,tmp_str);
 		StringSplit2Long(tmp_str,α α,v2);
 
 		sort(v1.begin(),v1.end());
 		sort(v2.begin(),v2.end());
 		reverse(v2.begin(),v2.end());
 		
 		res=0;
 		Rep(j,vcord)
 			res += v1[j]*v2[j];
 
 		cout<<αCase #α<<i<<α: α<<res<<endl;
 	}
 
 
 	return 0;
 }"
3587,2008,32016,sao3,24484,1,A.c,gcj/2008/32016/sao3/24484/1/extracted/A.c,"#include <stdio.h>
 #include <stdlib.h>
 
 int cs;
 long long ans;
 long long v1[1000], v2[1000];
 
 int cmp(const void *a, const void *b){
 	return *(long long  *)a - *(long long  *)b;
 }
 
 void go(){
 	int n;
 	int i;
 	scanf(α%dα, &n);
 	for(i = 0; i < n; i++){
 		scanf(α%I64dα, &v1[i]);
 	}
 	for(i = 0; i < n; i++){
 		scanf(α%I64dα, &v2[i]);
 	}
 	qsort(v1, n, sizeof(long long), cmp);
 	qsort(v2, n, sizeof(long long), cmp);
 	ans = 0;
 	for(i = 0; i < n; i++){
 		ans += v1[i] * v2[n - i - 1];
 	}
 }
 
 int main(){
 	int css;
 	freopen(αA.inα, αrα, stdin);
 	freopen(αA.txtα, αwα, stdout);
 	scanf(α%dα, &cs);
 	for(css = 1; css <= cs; css++){
 		go();
 		printf(αCase #%d: %I64dnα, css, ans);
 	}
 	return 0;
 }"
3741,2008,32016,Appleway,24484,1,a.c,gcj/2008/32016/Appleway/24484/1/extracted/a.c,"#include <stdio.h>
 #include <stdlib.h>
 #include <string.h>
 
 int cmp_ele1(const void *a, const void *b){
     int t1 = *(int *)a;
     int t2 = *(int *)b;
     if(t1 < t2)
 	return -1;
     if(t1 == t2)
 	return 0;
     if(t1 > t2)
 	return 1;
 }
 
 int cmp_ele2(const void *a, const void *b){
     int t1 = *(int *)a;
     int t2 = *(int *)b;
     if(t1 > t2)
 	return -1;
     if(t1 == t2)
 	return 0;
     if(t1 < t2)
 	return 1;
 }
 /*
 int cmp_stru(const void *a, const void *b){
     t1 = *( *)a;
     t2 = *( *)b;
     
 }
 */
 void count(void){
     int n, i;
     long long x[1000];
     long long y[1000];
     long long ans = 0;
     scanf(α%dα, &n);
     for(i = 0 ; i < n ; i++){
 	scanf(α%lldα, &x[i]);
     }
     for(i = 0 ; i < n ; i++){
 	scanf(α%lldα, &y[i]);
     }
     qsort(x, n, sizeof(x[0]), cmp_ele2);
     qsort(y, n, sizeof(y[0]), cmp_ele1);
     for(i = 0 ; i < n ; i++){
 	    
 
 	ans += x[i]*y[i];
     }
     printf(α %lldnα, ans);
 }
 
 int main(void){
     int N;
     int i;
 
     scanf(α%dα, &N);
     for(i = 0 ; i < N ; i++){
 	printf(αCase #%d:α, i+1);
 	count();
     }
     return 0;
 }"
3874,2008,32016,mart0258,24484,1,a.c,gcj/2008/32016/mart0258/24484/1/extracted/a.c,"#include <stdio.h>
 
 int n;
 long long x[1000];
 long long y[1000];
 
 int cmp(const void*a, const void *b)
 {
 	const long long *c = a;
 	const long long *d = b;
 	return *c - *d;
 }
 
 int cmp2(const void*a, const void *b)
 {
 	const long long *c = a;
 	const long long *d = b;
 	return *d - *c;
 }
 
 
 
 long long solve()
 {
 	long long ret=0;
 	int i;
 	qsort(x, n, sizeof(long long), cmp);
 	qsort(y, n, sizeof(long long), cmp2);
 
 
 	for (i=0; i<n; i++)
 	{
 		ret+=x[i]*y[i];
 	}
 
 	return ret;
 }
 
 int main (void)
 {
 	int C;
 	int i;
 
 	int tc;
 	long long res;
 	scanf (α%dα, &C);
 
 	for (tc=1; tc<=C; tc++)
 	{
 		scanf (α%dα, &n);
 
 		for (i=0; i<n; i++)
 		{
 			scanf (α%lldα, x+i);
 		}
 		for (i=0; i<n; i++)
 		{
 			scanf (α%lldα, y+i);
 		}
 
 		res=solve();
 		printf (αCase #%d: %lldnα, tc, res);
 
 	}
 
 }"
